"name","Seldovia"
"name","Liberal Mid-America Regional"
"name","Mammoth Yosemite"
"name","Lebanon Municipal"
"name","Mid-Ohio Valley Regional"
"name","Watertown Regional"
"name","Imperial County"
"name","Victoria Regional"
"name","Hooper Bay"
"name","Chevak"
"name","Cedar City Regional"
"name","Ford"
"name","Fort Dodge Regional"
"name","Athens/Ben Epps"
"name","Pueblo Memorial"
"name","Kipnuk"
"name","Dubois Regional"
"name","Robert /Bob/ Curtis Memorial"
"name","McGrath"
"name","Waynesville-St. Robert Regional Forney Field"
"name","Adirondack Regional"
"name","Selawik"
"name","Greenbrier Valley"
"name","Point Hope"
"name","Craig"
"name","Show Low Regional"
"name","Rutland - Southern Vermont Regional"
"name","Toksook Bay"
"name","Eugenio Maria De Hostos"
"name","Noatak"
"name","Mountain Village"
"name","Lancaster"
"name","Yellowstone"
"name","Kongiganak"
"name","Savoonga"
"name","Devils Lake Regional"
"name","Canyonlands Field"
"name","Kasigluk"
"name","Sand Point"
"name","Scammon Bay"
"name","Anaktuvuk Pass"
"name","Eastern Oregon Regional at Pendleton"
"name","Vernal Regional"
"name","Joplin Regional"
"name","Wainwright"
"name","Augusta State"
"name","Nanwalek"
"name","Chautauqua County/Jamestown"
"name","Gambell"
"name","Jamestown Regional"
"name","Orcas Island"
"name","Cavern City Air Terminal"
"name","Metlakatla"
"name","Williamson County Regional"
"name","Kivalina"
"name","Kotlik"
"name","Dodge City Regional"
"name","Shishmaref"
"name","Huslia"
"name","Tuntutuliak"
"name","Alakanuk"
"name","Ralph M Calhoun Memorial"
"name","Massena International-Richards Field"
"name","Old Harbor"
"name","Bob Baker Memorial"
"name","Kwigillingok"
"name","Kalskag"
"name","St Paul Island"
"name","Chefornak"
"name","Buckland"
"name","Pilot Station"
"name","Larsen Bay"
"name","Ouzinkie"
"name","Eek"
"name","Grant County International"
"name","Barter Island LRRS"
"name","Salina Municipal"
"name","King Cove"
"name","Nulato"
"name","Port Graham"
"name","Sidney-Richland Municipal"
"name","Marshall Don Hunter Sr"
"name","Tuluksak"
"name","Manistee County-Blacker"
"name","Thief River Falls Regional"
"name","St Michael"
"name","East 34th Street"
"name","Port Lions"
"name","Worland Municipal"
"name","Raleigh County Memorial"
"name","Nuiqsut"
"name","Bradford Regional"
"name","Russian Mission"
"name","Nunapitchuk"
